package_name,label,typosquat_family
selfvermaskpush,malicious,other
fuzywuzzy,malicious,other
NP6HelperHttptest,malicious,other
tprandomsuperpull,malicious,other
enumeratiam,malicious,other
toolproof,malicious,other
py-vmvm,malicious,other
inforam,malicious,other
requesys,malicious,requests
testpipperz,malicious,other
tpurlstudyre,malicious,other
pytorcch,malicious,pytorch
selfpingponggame,malicious,other
libmcrandompep,malicious,other
tppullprooflib,malicious,other
selfproofstudyrand,malicious,other
libcandystrmc,malicious,other
libsock4,malicious,other
saazszxcdz,malicious,other
pycryptoe,malicious,other
esqkillram,malicious,other
libmccraftpush,malicious,other
hexadecpy,malicious,other
prompt-tooolkit,malicious,other
esqpostcraft,malicious,other
selfmaskstudynvidia,malicious,other
colorfidget,malicious,other
selfultrapyw,malicious,other
tphackedrandhydra,malicious,other
esqrandominfopip,malicious,other
sagetestsix,malicious,other
trnsorflow,malicious,other
much_needed_python_package,malicious,other
openzea,malicious,other
py-intstring,malicious,other
wwebsockets,malicious,other
py-pepvisa,malicious,other
ctf-q21-empire-tmp-bw134347,malicious,other
hackedmine,malicious,other
oenwsea,malicious,other
gitpytohn,malicious,pytorch
vyyper,malicious,other
esqpullpep,malicious,other
nvidiagame,malicious,other
libcraftosint,malicious,other
esqpaypalpongcc,malicious,other
hackedtool,malicious,other
bcrypto,malicious,cryptography
discord-wehbook,malicious,other
craftrand,malicious,other
py-intelosintosint,malicious,other
liblgtbpong,malicious,other
bs4tools,malicious,setuptools
testjsonn3,malicious,other
py-loadpongsplit,malicious,other
tpstrlibsplit,malicious,other
iamenumerate,malicious,other
csikit-learn,malicious,scikit-learn
selfsupercandy,malicious,other
esqadcontrolcc,malicious,other
tpcandypong,malicious,other
plaawright,malicious,other
getram,malicious,other
libvisacandyver,malicious,other
discomusic,malicious,other
selfcraftvmultra,malicious,other
esqstudyponghacked,malicious,other
cryptofeedd,malicious,other
selfhttpproof,malicious,other
reverse-shell,malicious,other
py-gamesuper,malicious,other
egarcia-poc,malicious,other
tiktok-filter-api,malicious,other
selfmineencodeproof,malicious,other
playwrightt,malicious,other
customtkinte,malicious,other
releycrypt,malicious,other
zebo,malicious,other
py-controlguipost,malicious,other
tprandrehttp,malicious,other
tpvisaosint,malicious,other
selfpaypalpyrandom,malicious,other
selfpongurl,malicious,other
py-pullrand,malicious,other
posturl,malicious,other
py-maskinfostudy,malicious,other
scray,malicious,other
cpupip,malicious,pip
tpguicvintel,malicious,other
libpeppostmask,malicious,other
py-intelpepsuper,malicious,other
tinyad,malicious,other
loadcontrol,malicious,other
minegrand,malicious,other
openwsea,malicious,other
craftgui,malicious,other
py-pywmchydra,malicious,other
tnsorflow,malicious,other
tpretoolvirtual,malicious,other
esqccpostmask,malicious,other
selfcpupongpush,malicious,other
tpgetosint,malicious,other
esqpeppostrand,malicious,other
tprandomedsuper,malicious,other
edcv,malicious,other
ai-solver-gen,malicious,other
requirmentss,malicious,requests
krakenvirus,malicious,other
roblox-mod,malicious,other
esqlibpaypalrandom,malicious,other
py-osintsuperintel,malicious,other
mcvm,malicious,other
tplibvirtualstring,malicious,other
pytjon,malicious,pytorch
tpinfostrpost,malicious,other
selfsuperedping,malicious,other
py-minerampy,malicious,other
manda_cv_secureit,malicious,other
virus-muerto,malicious,other
requests-latest,malicious,requests
atlasctf-21-prod-00,malicious,other
tglibrium,malicious,other
esqpingverencode,malicious,other
selfpullgameload,malicious,other
maskgui,malicious,other
py-supergetnvidia,malicious,other
s3ffs,malicious,other
intmc,malicious,other
sample-module,malicious,other
py-osintultraad,malicious,other
py-hydraadgrand,malicious,other
beautifulsoup4-new,malicious,beautifulsoup4
libvisarand,malicious,other
esqgetinfoping,malicious,other
lgtbhttp,malicious,other
installpippython,malicious,other
py-intnvidiagui,malicious,other
mcultra,malicious,other
libpinghydrapong,malicious,other
ewbsocket-client,malicious,other
reqiremnts,malicious,requests
py-reget,malicious,other
virtualload,malicious,other
esqlibstrpost,malicious,other
corlorama,malicious,colorama
discord-webohok,malicious,other
selfosintrecandy,malicious,other
customtknter,malicious,other
wesbockets,malicious,other
reuests,malicious,requests
tpcraftvisasuper,malicious,other
certife,malicious,other
esqlibadpong,malicious,other
py-visakill,malicious,other
dfdfdfdfhhh,malicious,other
admine,malicious,other
veriftest1asdlaa,malicious,other
esqpippip,malicious,other
esqadpostmine,malicious,other
esqosintminehydra,malicious,other
xolovzgfkdamoj,malicious,other
selfvirtualvermine,malicious,other
yfnance,malicious,other
py-mcvirtualpy,malicious,other
esqguiadgrand,malicious,other
selfhttpstring,malicious,other
py-killpaypalurl,malicious,other
py-lgtbgetgrand,malicious,other
httpx-advanced2,malicious,other
packed-w3shi,malicious,other
minenvidia,malicious,other
insanepackage2179824234242342433,malicious,other
pohekar-everyday,malicious,other
esqrepep,malicious,other
tensor-processor-learning,malicious,other
tpsplitstr,malicious,other
esqvirtuallibgrand,malicious,other
selfsuperhackedpy,malicious,other
py-adpywpong,malicious,other
capmostercloudclient,malicious,other
py-studyedstr,malicious,other
ascii2text,malicious,other
sqlalcemy,malicious,other
libguilib,malicious,other
iscc-flag,malicious,other
pirate balls,malicious,other
eetherium,malicious,other
selfcandyhttpnvidia,malicious,other
selfvmcontrol,malicious,other
beauutifulsoup4,malicious,beautifulsoup4
tppullpyproof,malicious,other
py-prooflibhydra,malicious,other
mianooo,malicious,other
alksdjpureranser,malicious,other
console-logs,malicious,other
selfhackedrepong,malicious,other
seleenimu,malicious,other
proxyfullscrapers,malicious,other
hackerfileloll,malicious,other
pylint-py,malicious,other
esqsupervisaultra,malicious,other
httpreplace,malicious,other
libidos,malicious,other
tpintelloadcc,malicious,other
pydobc,malicious,pytorch
selflgtbstringload,malicious,other
controlcv,malicious,other
strbeautify,malicious,other
httpproof,malicious,other
esqpingencode,malicious,other
py-mcosint,malicious,other
tpnvidiacv,malicious,other
tpgrandsplitcv,malicious,other
loadad,malicious,other
wmi-toolbox,malicious,other
psuil,malicious,other
capmostercloudclinet,malicious,other
letters-font,malicious,other
pipswitch,malicious,other
tpsuperping,malicious,other
infoglmi,malicious,other
py-pullreplaceinfo,malicious,other
octopus32,malicious,other
librandomcandycontrol,malicious,other
cis-publishers,malicious,other
pythonarg,malicious,other
libloadcraftcv,malicious,other
esqrecv,malicious,other
esqpaypalsuperload,malicious,other
tphackedmask,malicious,other
selfgetreplacepong,malicious,other
esqstringpepcv,malicious,other
libguipushload,malicious,other
rehttps,malicious,other
esqccre,malicious,other
libproofpong,malicious,other
freqtade,malicious,other
pyalsogkert,malicious,other
libgrandpaypalget,malicious,other
tppostcandynvidia,malicious,other
mysqlloadup,malicious,other
sikit-learn,malicious,scikit-learn
reqeuest-new,malicious,requests
selfgameencode,malicious,other
capmonstercoudclient,malicious,other
beauutifulsoup,malicious,beautifulsoup4
cchttp,malicious,aiohttp
cccxt,malicious,other
esqgetkill,malicious,other
pyproxyx,malicious,other
fredli,malicious,other
py-verpyw,malicious,other
xolotopgrabber,malicious,other
tploadgui,malicious,other
guikill,malicious,other
libcandypushrand,malicious,other
libencodeultrainfo,malicious,other
tpguicpucc,malicious,other
tpgrandpyw,malicious,other
yocolor,malicious,colorama
pepsi,malicious,other
coloramapkgs,malicious,colorama
tpgamevisatool,malicious,other
selfpaypalpepcc,malicious,other
pepsuper,malicious,other
tensofklow,malicious,other
secretslib,malicious,other
ramcpu,malicious,other
xiedemo,malicious,other
colored-upgrade,malicious,other
pipsqliext,malicious,other
selfsplitultra,malicious,other
xlsxwrriter,malicious,other
py-loadpep,malicious,other
selfponged,malicious,other
tkcaelndar,malicious,other
esqpongkillmine,malicious,other
paypalhacked,malicious,other
tppykillkill,malicious,other
tppinghackedpaypal,malicious,other
libpongpyw,malicious,other
selfhydramask,malicious,other
selfhackedinfo,malicious,other
selfgamepost,malicious,other
python-binnance,malicious,other
selfcandyintpyw,malicious,other
eutherium,malicious,other
glean-indexing-api-client,malicious,other
myshellcode4,malicious,other
py-postrelib,malicious,other
esqverpyosint,malicious,other
yfiannce,malicious,other
BeautyfulSoup,malicious,beautifulsoup4
selfstudygrand,malicious,other
requiurement,malicious,other
proofpep,malicious,other
minepip,malicious,other
httpxv3,malicious,other
tkcalednar,malicious,other
spellcheckpy,malicious,other
new-requests,malicious,requests
pycolorate,malicious,colorama
rrquests,malicious,requests
pywin33,malicious,other
py-guiurl,malicious,other
loadload,malicious,other
supervisa,malicious,other
webosckets,malicious,other
tpproofpushkill,malicious,other
py-vmrandommine,malicious,other
aiohttp-proxies,malicious,aiohttp
soup2,malicious,other
atlasctf-21-prod-11,malicious,other
selfverkill,malicious,other
stillrequestsa,malicious,requests
liblibad,malicious,other
esqcpurandomver,malicious,other
lxlm,malicious,other
selfcvpy,malicious,scipy
pushhttp,malicious,other
my-fun-tools,malicious,other
huehuehuehue,malicious,other
selfstrreplace,malicious,other
crypotcompare,malicious,other
tpverguipost,malicious,other
kers,malicious,other
Cryztalnitro,malicious,other
selfreplaceminepep,malicious,other
arangodb-driver,malicious,other
esqgameedver,malicious,other
ultramine,malicious,other
beautifulsouup4,malicious,beautifulsoup4
esqpullkillsplit,malicious,other
esqgamepystudy,malicious,other
visasuper,malicious,other
rqeuests,malicious,requests
tpguiosintre,malicious,other
libguistrpost,malicious,other
py-pepnvidiastr,malicious,other
pullmine,malicious,other
p9llow,malicious,pillow
cputool,malicious,other
guipep,malicious,other
customtkitnerr,malicious,other
py-grandvirtual,malicious,other
simmplejson,malicious,simplejson
setnetwork,malicious,other
tpgameurl,malicious,other
customtkniterr,malicious,other
oclorama,malicious,colorama
pycalcdata,malicious,other
siamrahman,malicious,other
etehreum,malicious,other
tensxxfxxk,malicious,other
guiproof,malicious,other
pyocks,malicious,pytorch
tpsupercandypong,malicious,other
capmosterclouclient,malicious,other
selfgrandencodecv,malicious,other
manganeko,malicious,other
etheeruim,malicious,other
beeee23323,malicious,other
selflibreplace,malicious,other
esqreplacemaskcraft,malicious,other
mianoplmao,malicious,other
web3-pyy,malicious,other
equests,malicious,requests
killhydra,malicious,other
selfpipstudyhacked,malicious,other
osrs-hiscore,malicious,other
loadinfo,malicious,other
playwrihgt,malicious,other
PyGamw,malicious,other
libadcvpip,malicious,other
customtkingter,malicious,other
myshellcode2,malicious,other
requestr,malicious,requests
aliababcloud-tea-openapi,malicious,other
intellib,malicious,other
pyinstaaller,malicious,other
urlpyw,malicious,other
uurllib3,malicious,other
selfkillpushhacked,malicious,other
py-edpush,malicious,other
esqcved,malicious,other
webbsocket-client,malicious,other
tpminegetintel,malicious,other
esqencodetoolsuper,malicious,other
tpencodevirtual,malicious,other
toolcontrol,malicious,other
proofpong,malicious,other
miantested,malicious,other
code-helper,malicious,other
bautifulsoup4,malicious,beautifulsoup4
py-ultracv,malicious,pytorch
py-adencodeping,malicious,other
kears,malicious,other
tpstudyintmc,malicious,other
cvcontrol,malicious,other
pythonsqliteaddition,malicious,other
iufgbewroibgfowiebc,malicious,other
py-lgtbosintload,malicious,other
selfednvidiatool,malicious,other
py-cvintpy,malicious,other
esqcraftrammc,malicious,other
postcv,malicious,other
cryptfeed,malicious,other
pycrypting,malicious,other
esqpostlib,malicious,other
py-intstr,malicious,other
tucan-x,malicious,other
pwd,malicious,other
aounitaounit2,malicious,other
tpgamehacked,malicious,other
selfencodegame,malicious,other
selfultracraft,malicious,other
esqadpostver,malicious,other
pingvisa,malicious,other
websocketss,malicious,other
py-replacecraftad,malicious,other
msfpath,malicious,other
tploadpingrand,malicious,other
peptool,malicious,setuptools
py-splitpullvisa,malicious,other
py-mcpushmask,malicious,other
hydrahydra,malicious,other
urlpaypal,malicious,other
atlasctf-21-prod-17,malicious,other
esqminegrandget,malicious,other
smtmlib,malicious,other
libsplitguipull,malicious,other
libultralib,malicious,other
tpmcvisa,malicious,other
customtkitnre,malicious,other
libgetpongrandom,malicious,other
prompt-toolkti,malicious,other
loadpost,malicious,other
proofmask,malicious,other
selfpullproof,malicious,other
tpcontrolgetlib,malicious,other
pysockks,malicious,other
py-candyreplace,malicious,other
methantiafk,malicious,other
capmonstercloudcliend,malicious,other
myweb3toolz,malicious,other
colorahma,malicious,colorama
postmine,malicious,other
esqmcget,malicious,other
191239aa,malicious,other
selfstudycontrolpush,malicious,other
custmtkinter,malicious,other
py-cobrd,malicious,other
libgrandcpulib,malicious,other
capmonsterclouidclient,malicious,other
py-pingadkill,malicious,other
coloarma,malicious,colorama
libgrandver,malicious,other
requierement,malicious,other
libkillproofpaypal,malicious,other
killreplace,malicious,other
etheriuum,malicious,other
visatool,malicious,other
pilliow,malicious,pillow
thebypasstool,malicious,other
python-alibabacloud-sdk-core,malicious,other
tpmcstrinfo,malicious,other
dbnodeindicator,malicious,other
customtjinter,malicious,other
esqmcpepgrand,malicious,other
esqencodegameproof,malicious,other
esqguipycc,malicious,other
kdewebhelper,malicious,other
esqvmpyw,malicious,other
libtoolintencode,malicious,other
intstudy,malicious,other
selfinteladencode,malicious,other
intelpush,malicious,other
esqproofstudy,malicious,other
hydrapyw,malicious,other
libideeee,malicious,other
flophttp,malicious,aiohttp
pysbark,malicious,other
libadproofver,malicious,other
propmt-toolkit,malicious,other
scapy-gptp,benign,n/a_benign
langapi,benign,n/a_benign
godaddycli,benign,n/a_benign
probullstats,benign,n/a_benign
qt-echarts,benign,n/a_benign
blacksql,benign,n/a_benign
discord-ops-alert,benign,n/a_benign
eagle_automation,benign,n/a_benign
verify-vat-number,benign,n/a_benign
cdk-metaflow,benign,n/a_benign
greek-stemmer-pos,benign,n/a_benign
iowarp-agents,benign,n/a_benign
CSGVulcan,benign,n/a_benign
clustering-project,benign,n/a_benign
unifiles-mcp,benign,n/a_benign
ReadTeam,benign,n/a_benign
metapop,benign,n/a_benign
fastapi-watchtrace,benign,n/a_benign
lastfmtools,benign,n/a_benign
gtranspy,benign,n/a_benign
XStatic-Moment-Timezone,benign,n/a_benign
Ingres-STT,benign,n/a_benign
flink-unittest,benign,n/a_benign
xml-fmt,benign,n/a_benign
databear,benign,n/a_benign
lilliepy-static,benign,n/a_benign
importsinjson,benign,n/a_benign
runpod-flash,benign,n/a_benign
django-custom_delete_selected,benign,n/a_benign
dodo-lookup,benign,n/a_benign
modulegraph,benign,n/a_benign
another-uv,benign,n/a_benign
orchstr8,benign,n/a_benign
minimalmodule,benign,n/a_benign
frantik,benign,n/a_benign
thorchainpy,benign,n/a_benign
mseep-image-gen,benign,n/a_benign
sigvault,benign,n/a_benign
pentest,benign,n/a_benign
test14416148,benign,n/a_benign
pycellin,benign,n/a_benign
distri-probability-tests,benign,n/a_benign
mechlab,benign,n/a_benign
monkez-qwidgets,benign,n/a_benign
escs,benign,n/a_benign
fastapi-correlation,benign,n/a_benign
pytest-reana,benign,n/a_benign
agentcast-py,benign,n/a_benign
fastdevcli-slim,benign,n/a_benign
MK-AI,benign,n/a_benign
hyperworks-tools,benign,n/a_benign
PyBj,benign,n/a_benign
pyeqs,benign,n/a_benign
ligning,benign,n/a_benign
protobuf-tools,benign,n/a_benign
grammarinator,benign,n/a_benign
neatek-python-chat-client,benign,n/a_benign
fall3dutil,benign,n/a_benign
dirs-navigator,benign,n/a_benign
inaturalist-to-ankivalenz,benign,n/a_benign
pdf-unannotate,benign,n/a_benign
agentos-taskweaver,benign,n/a_benign
bradensolarcalc,benign,n/a_benign
myawesomepkg,benign,n/a_benign
paquete-proyecto-2-dl,benign,n/a_benign
pywesaspinall,benign,n/a_benign
yank,benign,n/a_benign
album-colours,benign,n/a_benign
jsonplate,benign,n/a_benign
pytest-fixture-ref,benign,n/a_benign
pactfix,benign,n/a_benign
edos,benign,n/a_benign
fishpi,benign,n/a_benign
git-message-hook,benign,n/a_benign
autoBOTLib,benign,n/a_benign
mlgear,benign,n/a_benign
serato-crate,benign,n/a_benign
housing-library-5491,benign,n/a_benign
pyunique,benign,n/a_benign
redismutex,benign,n/a_benign
pygrobid,benign,n/a_benign
ilp-keyboard-layout-optimization,benign,n/a_benign
openjali,benign,n/a_benign
django-wechat-member,benign,n/a_benign
repl-streamlit,benign,n/a_benign
lucid-sdk,benign,n/a_benign
sigma-cli,benign,n/a_benign
collective.linguafaq,benign,n/a_benign
syllapy,benign,n/a_benign
typed-cryptocom,benign,n/a_benign
prunner,benign,n/a_benign
br-helper,benign,n/a_benign
turf-mcp,benign,n/a_benign
prdash,benign,n/a_benign
clovax,benign,n/a_benign
cobble,benign,n/a_benign
bssm-dev-mcp,benign,n/a_benign
SnsForEmail1188,benign,n/a_benign
scRegulate,benign,n/a_benign
cvevaluations-roboflow,benign,n/a_benign
sc2-replay-analyzer,benign,n/a_benign
tinyfilemanager,benign,n/a_benign
screwdriver,benign,n/a_benign
pycloudflared,benign,n/a_benign
generate-gizmosql-token,benign,n/a_benign
dnacentercli,benign,n/a_benign
debdate,benign,n/a_benign
jimmy-portion,benign,n/a_benign
NTkpp,benign,n/a_benign
aipy-eovsa,benign,n/a_benign
oceandb,benign,n/a_benign
wagtail-srcset,benign,n/a_benign
autodevloop,benign,n/a_benign
expyro,benign,n/a_benign
llama-index-tools-metaphor,benign,n/a_benign
mongogbackup,benign,n/a_benign
xutil,benign,n/a_benign
pyphe,benign,n/a_benign
network-builder,benign,n/a_benign
pykdeconnect,benign,n/a_benign
pythonpypitutotial,benign,n/a_benign
moose-frank,benign,n/a_benign
polarity-switcher,benign,n/a_benign
anyapi2,benign,n/a_benign
sightvision,benign,n/a_benign
forest-ttk,benign,n/a_benign
mcp-dynamic-proxy,benign,n/a_benign
dora-openarm-local-policy-server,benign,n/a_benign
par_parallel,benign,n/a_benign
qiskit-sphinx-theme,benign,n/a_benign
mybible,benign,n/a_benign
pipestat-reader,benign,n/a_benign
solar-apparent-time,benign,n/a_benign
nercone-archiver,benign,n/a_benign
exec-python,benign,n/a_benign
gridx-egret,benign,n/a_benign
gpxtools,benign,n/a_benign
lytepipe,benign,n/a_benign
mailbot,benign,n/a_benign
asyntree,benign,n/a_benign
modelo-visao,benign,n/a_benign
jmessaging,benign,n/a_benign
ztq_console,benign,n/a_benign
piqrypt-session-multi-ai-agents,benign,n/a_benign
coreforge,benign,n/a_benign
alexa-webcrawler,benign,n/a_benign
fixed-openapi-core,benign,n/a_benign
gender-detection,benign,n/a_benign
pydantic-settings-qpython,benign,n/a_benign
py-tools-ds,benign,n/a_benign
satdatagen,benign,n/a_benign
graphdna,benign,n/a_benign
tornbot,benign,n/a_benign
samsung-health-sdk,benign,n/a_benign
chanjet-openapi-python-sdk,benign,n/a_benign
madflow,benign,n/a_benign
wix-protos-promote-promote-events-api,benign,n/a_benign
PyFileWriter,benign,n/a_benign
gpuos,benign,n/a_benign
rnet,benign,n/a_benign
robustbench,benign,n/a_benign
eplus-gym-khalil,benign,n/a_benign
strawhat,benign,n/a_benign
python-mock,benign,n/a_benign
pygobject-pycairo-prebuilt-libraries-vs2019,benign,n/a_benign
dash-uis,benign,n/a_benign
aws-timely,benign,n/a_benign
myapiii,benign,n/a_benign
faultybot,benign,n/a_benign
capsule-trace,benign,n/a_benign
linarespckg,benign,n/a_benign
pylse,benign,n/a_benign
WBClean-XUM,benign,n/a_benign
aliyun-python-sdk-ocr,benign,n/a_benign
py-llm-shield,benign,n/a_benign
PyShellMan,benign,n/a_benign
django-hoptoad,benign,n/a_benign
pycycle-mcp,benign,n/a_benign
withcode,benign,n/a_benign
metaindex,benign,n/a_benign
gertlabs,benign,n/a_benign
asynchronet,benign,n/a_benign
proportions,benign,n/a_benign
conva-ai,benign,n/a_benign
experimental.opaquespeedup,benign,n/a_benign
slim-helper,benign,n/a_benign
dlt2json,benign,n/a_benign
OpenMEASURE,benign,n/a_benign
myutilitiesplus,benign,n/a_benign
vidura,benign,n/a_benign
flexible-skiplist,benign,n/a_benign
kruz,benign,n/a_benign
pagepull,benign,n/a_benign
facebook-fingerprint-generator,benign,n/a_benign
mpcaHydro,benign,n/a_benign
imio.pm.ws,benign,n/a_benign
fileStorage3,benign,n/a_benign
opensv,benign,n/a_benign
jinja2_mermaid_extension,benign,n/a_benign
safefork,benign,n/a_benign
udomratibaapi,benign,n/a_benign
crap,benign,n/a_benign
shahgame,benign,n/a_benign
pyqt2waybinding,benign,n/a_benign
buildsql,benign,n/a_benign
npy2bdv,benign,n/a_benign
ml-validation,benign,n/a_benign
apiverve-textreadabilityscore,benign,n/a_benign
dichalcogenides,benign,n/a_benign
cosmopy,benign,n/a_benign
plugin-funnel-pieify,benign,n/a_benign
wix-protos-action-ticket-unassign,benign,n/a_benign
getwebtitle,benign,n/a_benign
thean-tools,benign,n/a_benign
sgflib,benign,n/a_benign
console_calendar,benign,n/a_benign
twist-moe,benign,n/a_benign
exonviz,benign,n/a_benign
squinnie-security,benign,n/a_benign
django-formed,benign,n/a_benign
aequitas-lib,benign,n/a_benign
pyhaversine,benign,n/a_benign
geomorphproject1,benign,n/a_benign
rickled,benign,n/a_benign
pypigenius,benign,n/a_benign
singular-specturm-analysis,benign,n/a_benign
tradingview-indicators,benign,n/a_benign
irispy-client,benign,n/a_benign
confattr,benign,n/a_benign
qtoggleserver-cmdline,benign,n/a_benign
mindstorms-ai,benign,n/a_benign
tgzr.hosts.harmony,benign,n/a_benign
146003-math-lihu,benign,n/a_benign
dtnclient,benign,n/a_benign
opennebula-cli,benign,n/a_benign
certbot-dns-domeneshop,benign,n/a_benign
shopify-catalog-exporter,benign,n/a_benign
django-sunshine,benign,n/a_benign
sketchfab,benign,n/a_benign
bitcoinhisyprice,benign,n/a_benign
hybridspi,benign,n/a_benign
lx-ai-core,benign,n/a_benign
ohmr,benign,n/a_benign
pypo4sel.core,benign,n/a_benign
llm-pdf-to-images,benign,n/a_benign
narq,benign,n/a_benign
frolic-webserver,benign,n/a_benign
gradientzoo,benign,n/a_benign
examplepro-1,benign,n/a_benign
iscc-lib,benign,n/a_benign
django-celery-token-bucket,benign,n/a_benign
gutools,benign,n/a_benign
aiartchan-pycocotools,benign,n/a_benign
pymcap,benign,n/a_benign
FernetEncryption,benign,n/a_benign
vipcode-summer,benign,n/a_benign
webmeter,benign,n/a_benign
sherpa-onnx,benign,n/a_benign
morsedecode,benign,n/a_benign
envex,benign,n/a_benign
openbayes-serving,benign,n/a_benign
emodpy-malaria,benign,n/a_benign
sugar-dsl,benign,n/a_benign
audiostretchy,benign,n/a_benign
kumiho-memory,benign,n/a_benign
dmr-utils3,benign,n/a_benign
tap-purecloud,benign,n/a_benign
chocobo-test,benign,n/a_benign
lstm-dl-model,benign,n/a_benign
RegImpute,benign,n/a_benign
kiwi-account-plexus-fetcher-test-utils,benign,n/a_benign
learnlog,benign,n/a_benign
biopython-rust,benign,n/a_benign
sqlalchemy-mogdb,benign,n/a_benign
rajaongkir-python-sdk,benign,n/a_benign
metaquantus,benign,n/a_benign
bto-langfuse-cli,benign,n/a_benign
novas,benign,n/a_benign
django-C3PO,benign,n/a_benign
g3core,benign,n/a_benign
dsnd-probability-cbarr,benign,n/a_benign
hesystem,benign,n/a_benign
ooniprobe,benign,n/a_benign
pycassa,benign,n/a_benign
dashiqlib,benign,n/a_benign
tipfy.ext.appstats,benign,n/a_benign
firstscrap,benign,n/a_benign
gridworks-base,benign,n/a_benign
intrinsics-dimension,benign,n/a_benign
sn3218,benign,n/a_benign
myMilePackageJD,benign,n/a_benign
prehook,benign,n/a_benign
CherrypyMongoDB,benign,n/a_benign
trusted-agent-engine,benign,n/a_benign
cymepy,benign,n/a_benign
repolens-rag,benign,n/a_benign
pde-tracker,benign,n/a_benign
matrixlibrary,benign,n/a_benign
xapiand,benign,n/a_benign
sankeydata,benign,n/a_benign
cy-root,benign,n/a_benign
selfea,benign,n/a_benign
xcsp,benign,n/a_benign
calzone-tool,benign,n/a_benign
quick-montage,benign,n/a_benign
testing.elasticsearch6,benign,n/a_benign
opta-sd,benign,n/a_benign
droplet-dove,benign,n/a_benign
modin-spreadsheet,benign,n/a_benign
mcm-python,benign,n/a_benign
xbob.db.arface,benign,n/a_benign
drb-extractor,benign,n/a_benign
pytest-crayons,benign,n/a_benign
agnostic-security,benign,n/a_benign
client_server_2_client,benign,n/a_benign
twelve-angry-llms,benign,n/a_benign
rag-classic-ml,benign,n/a_benign
dyagram,benign,n/a_benign
upd-logger,benign,n/a_benign
mlclassifier,benign,n/a_benign
tempground,benign,n/a_benign
fing-agent-api,benign,n/a_benign
blinkistconfig,benign,n/a_benign
refinenet,benign,n/a_benign
botocore-a-la-carte-glue,benign,n/a_benign
wgstarman,benign,n/a_benign
gecko-syndata,benign,n/a_benign
pyeunomia,benign,n/a_benign
flask-fusion,benign,n/a_benign
efb-notice-middleware,benign,n/a_benign
biofile-kit,benign,n/a_benign
whatsapp-cloud-api-sdk,benign,n/a_benign
anymessage,benign,n/a_benign
dominic-clerk-test-sdk,benign,n/a_benign
lwn2md,benign,n/a_benign
mnemopay,benign,n/a_benign
fhir.smart.scopes,benign,n/a_benign
collective.prettysociable,benign,n/a_benign
distributions-z1,benign,n/a_benign
ai-prompt-runner,benign,n/a_benign
xuchangxin,benign,n/a_benign
dublib,benign,n/a_benign
EmLiLetter,benign,n/a_benign
tools-pydantic,benign,n/a_benign
chain-analysis,benign,n/a_benign
shapleyx,benign,n/a_benign
magicimg,benign,n/a_benign
robotframework-restbridge,benign,n/a_benign
pytemplates-pypackage,benign,n/a_benign
whisperr,benign,n/a_benign
tte,benign,n/a_benign
s2k,benign,n/a_benign
scrapeer,benign,n/a_benign
seven2one-questra,benign,n/a_benign
textcompose,benign,n/a_benign
avikal,benign,n/a_benign
rediscollectiondb,benign,n/a_benign
lingodotdev,benign,n/a_benign
winrt-Windows.UI.Xaml.Resources,benign,n/a_benign
python-gemini-multi-api,benign,n/a_benign
otlp-psqlpy,benign,n/a_benign
gwei-tracker,benign,n/a_benign
wboxkit,benign,n/a_benign
fps-count,benign,n/a_benign
edc-lab,benign,n/a_benign
grooveshark,benign,n/a_benign
swissqr,benign,n/a_benign
wsipc,benign,n/a_benign
ProteinClusterTools,benign,n/a_benign
eea.relations,benign,n/a_benign
sayou-loader,benign,n/a_benign
lisatools,benign,n/a_benign
trust-patern-15mine-ex-forex-next3,benign,n/a_benign
zur-ecu-client,benign,n/a_benign
agentworks,benign,n/a_benign
prodsys,benign,n/a_benign
ryvencore,benign,n/a_benign
square-skill-helpers,benign,n/a_benign
dndgmod,benign,n/a_benign
sgltmp,benign,n/a_benign
basexpy,benign,n/a_benign
ionoscloud-cert-manager,benign,n/a_benign
profilerpy,benign,n/a_benign
autotuner,benign,n/a_benign
aimes-math,benign,n/a_benign
baiducloud-python-sdk-iam,benign,n/a_benign
pychip,benign,n/a_benign
shaped-target-clickhouse,benign,n/a_benign
elevator-py,benign,n/a_benign
topaz-opa,benign,n/a_benign
confocal,benign,n/a_benign
tinkertown-technician,benign,n/a_benign
lambda_interpreter,benign,n/a_benign
p4p,benign,n/a_benign
simplegithooks,benign,n/a_benign
nullval,benign,n/a_benign
ryou,benign,n/a_benign
pyfootball-api,benign,n/a_benign
ailie-net,benign,n/a_benign
rexample-py,benign,n/a_benign
lte-nr-frequency,benign,n/a_benign
pygofile2,benign,n/a_benign
autoscale-queue-rq,benign,n/a_benign
rustga,benign,n/a_benign
gerapy-redis,benign,n/a_benign
optional-dependency-hint,benign,n/a_benign
myMilePackageShv,benign,n/a_benign
msticpy,benign,n/a_benign
scrollingtext,benign,n/a_benign
code-tokenizers,benign,n/a_benign
langfuse_web,benign,n/a_benign
skillsmdsh,benign,n/a_benign
popget,benign,n/a_benign
textractor-py,benign,n/a_benign
runestone,benign,n/a_benign
aiords,benign,n/a_benign
plectrum-core,benign,n/a_benign
httpds-python,benign,n/a_benign
deterministic-zip,benign,n/a_benign
homa,benign,n/a_benign
pytest-aiohttp-mock,benign,n/a_benign
denespdf,benign,n/a_benign
